Total Requests,Hit Rate,Edge Hit Rate,Cooperative Hit Rate,Cloud Fetch Rate,Deadline Satisfaction,Average Latency ms
6000,0.7081666666666667,0.31883333333333336,0.3893333333333333,0.29183333333333333,0.7035,67.35218833333278
